157,167,4.015
59,80,3.717
78,12,9.888
195,68,6.028
15,72,11.499
31,187,14.081
98,70,3.317
28,114,3.752
109,56,3.079
59,40,10.307
30,81,10.207
51,217,2.874
108,70,3.293
50,70,30.565
69,25,4.334
101,12,12.454
73,13,3.053
41,157,5.098
128,196,5.277
17,72,3.535
143,31,1.949
44,105,8.594
3,133,3.326
209,6,4.517
157,90,21.567
200,3,19.572
112,211,9.628
181,81,3.035
190,74,3.742
107,196,3.213
190,221,3.685
111,133,4.858
3,177,2.389
169,164,3.457
59,6,13.562
191,1,3.708
193,172,4.116
33,83,4.679
210,23,14.951
199,68,9.011
103,40,5.499
51,106,8.582
182,157,21.297
157,56,4.055
158,225,7.998
50,164,7.631
76,44,2.262
62,221,3.486
35,133,7.942
31,11,8.2
100,128,3.652
17,66,9.433
77,3,1.707
9,29,91.596
59,72,11.515
186,197,4.115
154,1,76.744
3,59,64.54
154,23,6.28
28,174,10.065
16,154,14.854
34,150,5.895
138,116,3.795
44,174,10.472
100,72,2.58
44,179,11.075
51,94,2.964
161,96,6.568
3,58,43.031
33,2,3.312
209,50,10.046
9,212,4.405
31,194,22.902
109,157,3.543
100,204,3.687
37,114,6.811
212,169,4.402
207,29,3.745
77,90,9.614
92,23,11.231
153,162,9.112
61,1,2.461
224,23,16.038
36,70,7.413
84,1,2.166
3,43,58.463
74,73,5.504
3,10,7.002
17,190,2.308
156,8,5.815
194,1,2.146
40,82,12.281
3,119,20.485
38,5,3.369
62,190,7.899
3,87,37.152
51,44,34.072
5,185,6.361
202,10,4.684
106,167,20.736
68,56,9.766
104,101,3.022
163,54,11.452
31,230,7.454
231,98,3.898
72,154,6.267
153,5,52.458
97,133,3.172
81,165,11.936
86,1,22.317
5,106,11.949
190,12,8.457
118,106,4.961
34,126,7.341
5,126,15.539
3,229,24.078
147,225,15.176
5,24,20.774
1,81,22.674
156,84,3.645
36,69,14.619
62,91,6.921
103,65,3.406
117,40,4.947
50,216,15.751
72,129,5.663
66,76,4.765
111,66,7.2
1,43,44.917
128,41,3.207
7,107,9.554
5,64,3.332
86,68,13.058
7,5,72.999
103,16,4.004
57,71,3.982
62,23,26.496
82,3,6.11
134,22,2.395
74,23,3.633
72,81,7.46
46,68,22.614
77,68,7.821
231,31,2.101
148,44,12.054
139,109,4.588
72,124,49.459
157,30,3.211
33,27,4.777
108,7,2.703
59,81,7.884
51,89,3.37
1,89,7.135
45,211,4.999
228,39,5.262
197,68,5.843
193,28,9.625
5,179,44.766
105,107,3.582
3,128,29.137
3,109,30.145
222,134,2.875
73,1,8.0
91,196,4.666
170,59,4.26
160,211,4.825
73,204,4.662
192,157,3.414
80,71,2.734
42,133,5.589
47,102,3.463
78,44,5.802
92,38,3.088
157,93,4.984
38,41,32.948
