1,-1072776.1121068366
2,-1068444.1174378954
3,-1063265.630751366
4,-1061819.9341158231
5,-1056526.3469073244
6,-1054793.7450589074
7,-1054473.797824613
8,-1054856.6014273374
9,-1053093.2967320394
10,-1050876.1154002396
11,-1050565.3227146945
12,-1051564.0380076335
13,-1050552.9247298765
14,-1051796.7654459758
15,-1050645.2437418173
16,-1051556.9229750736
17,-1051709.2928890768
18,-1053944.3725370606
19,-1052523.6154983877
20,-1053714.7580981925
21,-1054268.8478272746
22,-1052566.3138574138
23,-1056409.7384033434
24,-1056441.5235438563
25,-1057437.2225908486
26,-1057832.1590191422
27,-1058332.3375843947
28,-1057160.473027935
29,-1058634.9840768832
30,-1060100.7076684576
31,-1060807.4870396159
32,-1062069.498757918
33,-1062257.1152477432
34,-1063984.9601754725
35,-1063442.2183894473
36,-1066586.8896849474
37,-1066449.4017527744
38,-1065372.0764702598
39,-1067249.6617613314
40,-1068889.0885331468
41,-1069497.1886876412
42,-1069253.9911958734
43,-1070781.6211618811
44,-1071226.1874011953
45,-1074209.8655310527
46,-1072629.8965362748
47,-1074984.773495682
48,-1074953.312799554
49,-1077215.4775113347
50,-1076171.8372035045
51,-1076830.7798920164
52,-1079197.8796916534
53,-1078224.9938114248
54,-1081348.6188630783
55,-1081119.6468925742
56,-1082698.216907614
57,-1082998.8611887887
58,-1085296.5152561034
59,-1085198.5161787427
60,-1086479.2211054873
61,-1087274.5515484212
62,-1086947.0949321482
63,-1088243.574091461
64,-1087737.9503409914
65,-1090838.747415886
66,-1088861.0372180513
67,-1091928.4123273818
68,-1093300.3556093073
69,-1093679.1670500168
70,-1093166.3501037129
71,-1094594.6517453738
72,-1095667.5498049783
73,-1097040.0564619969
74,-1097633.6966475316
75,-1098134.2952724502
76,-1097950.7211962834
77,-1100365.7978240836
78,-1100088.4487312809
79,-1101161.8168924653
80,-1102121.0512763378
81,-1103960.4735142316
82,-1105237.4109671959
83,-1104848.259432945
84,-1107111.7708616066
85,-1107299.1830887555
86,-1108001.3360965042
87,-1107889.9121799574
88,-1110002.874095728
89,-1111091.1418305412
90,-1111565.954101505
91,-1113278.8391730755
92,-1113096.8965982487
93,-1114880.4158046162
94,-1114509.0250624253
95,-1115239.4715477892
96,-1116703.1280367423
97,-1117542.531444162
98,-1117716.558232706
99,-1117825.5151709886
