1,-1657831.4452183093
2,-1663688.369282898
3,-1661634.8375073327
4,-1661072.8012909149
5,-1660858.0779025527
6,-1659889.6899394498
7,-1656544.0840827783
8,-1658518.8035031413
9,-1657332.3680925153
10,-1657529.391918497
11,-1658413.5863749897
12,-1657569.3354188122
13,-1660270.661646077
14,-1660450.4140809828
15,-1658644.2581265199
16,-1661350.9001468674
17,-1660120.3591419992
18,-1661950.3135962386
19,-1663069.298090844
20,-1663294.6870087085
21,-1663570.6643170135
22,-1665699.8431196075
23,-1664868.1132021958
24,-1665007.643072795
25,-1668830.0178280978
26,-1666325.2483168736
27,-1667954.5760536091
28,-1669273.8452468973
29,-1671957.6183093537
30,-1672347.0760898702
31,-1672602.0071398146
32,-1673463.98566213
33,-1670682.6271409069
34,-1675093.5164011247
35,-1675681.605837962
36,-1675954.9815564204
37,-1676716.5671097834
38,-1676443.8396957014
39,-1675969.6944110894
40,-1680487.8283374873
41,-1682315.080360533
42,-1682886.498005287
43,-1680892.9799430894
44,-1684267.3371133679
45,-1685458.622377649
46,-1686830.6872081184
47,-1684893.8780887455
48,-1688252.091488966
49,-1690976.485503342
50,-1690679.83050859
51,-1691608.2311619641
52,-1692385.2950770725
53,-1691825.0319676453
54,-1694529.3492359577
55,-1694612.9195737813
56,-1696352.6768376508
57,-1699115.474870879
58,-1699400.6328057013
59,-1700755.6644187053
60,-1703063.17619192
61,-1703039.3395608838
62,-1703537.8069495317
63,-1704300.432929712
64,-1707532.6420977153
65,-1706252.4964653917
66,-1709302.0642779812
67,-1708341.4105532796
68,-1710544.487405736
69,-1710415.094437944
70,-1713159.600545903
71,-1713004.0227746547
72,-1715186.045789031
73,-1716617.6148759397
74,-1717669.7327166018
75,-1717981.7046592114
76,-1719795.1024657236
77,-1719639.7828414293
78,-1721374.9502971764
79,-1721917.3607825553
80,-1724400.108636118
81,-1723857.0871900753
82,-1725544.3944069482
83,-1725240.7717780413
84,-1729815.165785419
85,-1728608.834141205
86,-1730633.8557895771
87,-1731913.575166359
88,-1733472.1339641095
89,-1732719.5784302212
90,-1733108.7282020452
91,-1737005.5922489276
92,-1736398.0718952974
93,-1739536.5257879742
94,-1738680.7894501027
95,-1740362.6541169016
96,-1741776.4123866663
97,-1741972.5864259533
98,-1740169.301789547
99,-1744042.9097604572
